days_since_signup,sessions_7d,content_hours_7d,downloads_7d,paywall_views_7d,country_tier,converted
18,4,5.98,3,1,Tier_1,1
49,2,0.5,2,1,Tier_2,1
39,3,4.24,1,1,Tier_2,0
32,0,1.6,2,1,Tier_1,1
24,3,2.61,1,0,Tier_1,0
23,3,4.21,2,1,Tier_2,1
32,3,1.17,1,0,Tier_3,1
37,1,2.92,0,0,Tier_2,1
12,3,2.34,1,2,Tier_2,1
49,1,2.12,0,4,Tier_3,1
55,4,0.95,0,0,Tier_2,1
13,0,4.84,0,1,Tier_1,1
23,4,3.83,1,0,Tier_3,1
25,3,6.58,2,0,Tier_2,1
35,2,2.12,1,3,Tier_1,1
41,2,5.09,0,2,Tier_3,0
30,4,2.95,0,1,Tier_2,1
17,3,0.58,5,1,Tier_1,1
49,3,2.05,0,2,Tier_1,1
20,3,6.34,1,0,Tier_2,0
48,7,4.0,2,2,Tier_2,1
25,6,4.93,1,0,Tier_2,1
22,2,0.91,0,1,Tier_1,1
13,0,1.57,2,1,Tier_2,1
59,3,2.04,2,2,Tier_3,1
19,4,3.65,0,0,Tier_3,1
49,1,5.54,1,2,Tier_2,1
36,1,1.88,1,2,Tier_1,1
12,6,1.37,1,0,Tier_2,1
41,8,1.95,1,0,Tier_3,1
19,1,0.46,1,1,Tier_1,0
12,2,1.89,1,0,Tier_1,0
9,4,1.31,2,0,Tier_2,1
7,4,3.49,0,1,Tier_2,1
28,4,3.89,2,1,Tier_3,1
14,2,3.26,1,2,Tier_2,1
31,5,1.94,0,0,Tier_3,0
52,5,0.61,0,0,Tier_1,0
19,2,0.99,2,1,Tier_1,1
58,2,0.35,0,0,Tier_2,1
47,6,3.12,0,1,Tier_2,1
16,7,1.87,0,1,Tier_1,1
53,2,5.99,1,0,Tier_1,1
5,3,4.73,0,0,Tier_3,1
35,2,2.97,1,1,Tier_3,0
12,6,1.49,1,5,Tier_2,1
25,1,5.71,1,1,Tier_3,1
52,4,1.36,1,2,Tier_2,1
59,1,1.65,0,4,Tier_3,1
21,1,1.64,0,0,Tier_3,0
36,3,5.67,0,4,Tier_3,1
53,4,2.15,1,2,Tier_1,1
23,5,1.6,0,1,Tier_2,1
16,2,4.31,0,2,Tier_2,1
57,4,2.05,1,0,Tier_1,0
39,3,1.33,2,0,Tier_3,1
45,3,2.41,1,2,Tier_3,1
53,1,1.74,3,0,Tier_3,1
42,4,6.88,1,1,Tier_1,1
58,1,1.53,0,0,Tier_1,1
39,4,0.42,1,2,Tier_1,1
14,1,6.76,0,2,Tier_1,1
31,1,3.12,0,2,Tier_1,1
58,2,3.87,1,1,Tier_1,1
5,0,4.82,2,0,Tier_2,1
35,1,3.84,2,0,Tier_1,1
23,2,3.59,0,2,Tier_3,1
29,2,0.46,1,2,Tier_2,1
43,0,4.97,1,0,Tier_2,0
11,3,1.9,1,1,Tier_2,1
18,3,9.27,3,2,Tier_1,1
47,3,8.78,2,0,Tier_3,1
12,1,2.55,1,4,Tier_1,1
9,1,8.8,1,2,Tier_2,1
10,6,2.66,2,0,Tier_1,1
58,0,3.87,3,1,Tier_3,1
44,2,2.92,1,3,Tier_3,1
17,4,1.44,0,1,Tier_1,1
38,5,2.92,4,2,Tier_3,1
7,3,1.72,1,1,Tier_2,0
46,2,2.39,1,2,Tier_2,1
13,2,7.39,0,2,Tier_1,1
40,4,3.37,2,1,Tier_1,1
42,4,5.69,1,1,Tier_3,1
9,1,2.75,1,1,Tier_1,0
50,5,3.38,0,0,Tier_3,1
27,1,4.37,1,0,Tier_2,0
58,4,0.66,1,2,Tier_1,1
2,2,1.35,0,0,Tier_2,1
5,5,4.9,1,0,Tier_2,1
29,2,3.31,0,0,Tier_3,1
37,6,0.79,0,1,Tier_2,1
38,2,4.96,0,1,Tier_1,1
19,1,5.61,0,2,Tier_2,1
8,3,0.3,0,3,Tier_2,1
48,4,4.57,1,0,Tier_3,1
45,3,4.29,0,2,Tier_1,1
1,5,6.38,1,2,Tier_2,1
22,4,4.78,1,0,Tier_2,1
52,3,7.53,1,0,Tier_1,1
17,1,1.26,1,0,Tier_2,0
7,3,1.87,1,1,Tier_3,1
25,1,6.68,0,3,Tier_1,1
45,1,1.61,0,2,Tier_1,1
4,4,11.11,4,0,Tier_2,1
36,3,0.49,1,1,Tier_2,1
6,3,0.46,2,0,Tier_1,1
31,2,0.9,1,1,Tier_1,1
19,6,2.69,2,1,Tier_1,1
44,3,5.53,0,2,Tier_3,1
54,1,3.76,1,1,Tier_2,1
39,4,3.52,0,1,Tier_1,1
27,0,2.27,1,1,Tier_1,0
10,5,0.54,0,2,Tier_1,1
26,5,0.71,0,1,Tier_1,1
19,1,0.4,0,1,Tier_2,1
39,1,1.35,0,0,Tier_2,0
3,2,1.0,1,2,Tier_3,1
45,4,2.69,1,1,Tier_1,1
13,3,1.97,1,1,Tier_1,1
50,4,1.38,1,2,Tier_2,1
28,4,2.1,0,0,Tier_2,0
58,3,2.35,0,1,Tier_1,1
20,1,0.64,1,0,Tier_2,1
28,3,1.9,1,0,Tier_1,1
8,2,1.28,4,1,Tier_1,1
41,3,1.25,2,0,Tier_2,0
39,4,2.59,1,0,Tier_1,1
1,4,5.48,1,0,Tier_3,1
3,4,2.63,0,2,Tier_3,1
13,0,10.68,4,3,Tier_1,1
28,0,2.91,0,1,Tier_3,1
57,7,5.37,0,0,Tier_2,1
49,3,0.88,1,2,Tier_3,1
25,4,0.96,0,1,Tier_3,1
56,4,2.72,0,2,Tier_3,1
33,3,1.49,1,1,Tier_1,1
38,5,5.06,3,2,Tier_2,1
53,1,3.47,1,1,Tier_2,0
6,4,2.62,1,0,Tier_1,1
58,1,2.25,2,2,Tier_3,0
44,4,2.82,0,0,Tier_3,0
45,4,1.78,0,1,Tier_3,1
32,1,1.25,0,4,Tier_2,1
45,2,3.91,1,0,Tier_1,1
47,3,1.22,0,3,Tier_2,1
21,2,3.01,2,1,Tier_2,1
16,4,8.63,0,3,Tier_2,1
54,2,6.13,1,2,Tier_2,1
21,8,1.55,1,0,Tier_1,1
11,4,1.86,3,3,Tier_2,1
37,4,7.02,3,2,Tier_2,1
36,1,2.31,2,3,Tier_2,1
35,3,5.69,2,1,Tier_2,1
19,3,2.55,0,0,Tier_1,1
20,3,3.27,0,1,Tier_2,1
57,7,2.43,2,0,Tier_3,1
18,3,2.77,2,4,Tier_3,1
47,2,7.19,0,0,Tier_1,1
41,1,0.18,2,3,Tier_2,0
49,3,4.08,2,2,Tier_3,1
14,3,2.81,2,0,Tier_1,1
15,0,5.73,0,3,Tier_1,1
31,3,3.02,1,3,Tier_2,1
1,5,3.84,0,1,Tier_1,1
53,4,2.42,1,1,Tier_2,1
54,4,10.78,1,0,Tier_3,1
54,5,1.12,2,1,Tier_1,1
3,2,4.47,0,0,Tier_1,1
16,3,4.05,2,2,Tier_1,1
23,3,1.47,0,0,Tier_2,1
57,4,1.32,2,0,Tier_2,1
11,1,2.43,0,1,Tier_1,0
12,2,1.75,1,1,Tier_3,0
10,3,2.66,0,0,Tier_3,1
32,2,3.21,1,1,Tier_1,1
16,3,1.3,0,1,Tier_1,1
8,5,4.16,1,0,Tier_1,1
38,1,1.8,2,1,Tier_2,1
12,1,2.33,2,2,Tier_1,1
24,1,0.19,0,2,Tier_2,1
28,1,7.81,2,0,Tier_2,1
53,1,1.63,2,2,Tier_3,0
8,1,1.25,1,1,Tier_3,1
58,3,0.35,1,1,Tier_1,1
28,2,1.89,1,1,Tier_2,1
36,5,1.25,0,0,Tier_1,1
26,5,5.58,0,3,Tier_1,1
8,2,2.2,1,3,Tier_2,1
58,2,1.98,2,0,Tier_2,1
50,4,1.57,1,0,Tier_2,1
28,0,1.1,0,2,Tier_3,1
28,2,1.83,0,1,Tier_3,0
37,3,5.86,2,2,Tier_1,1
41,3,0.99,1,0,Tier_2,0
36,3,1.22,2,2,Tier_3,1
27,1,0.67,2,2,Tier_3,1
54,3,1.79,1,2,Tier_2,1
17,1,3.63,2,0,Tier_3,1
9,2,1.72,1,1,Tier_1,1
33,2,3.32,2,1,Tier_1,1
53,1,6.59,0,1,Tier_3,1
20,6,2.32,0,1,Tier_2,1
13,2,2.02,2,1,Tier_1,1
28,7,3.8,0,0,Tier_2,1
48,8,1.68,1,0,Tier_1,1
29,2,0.39,1,0,Tier_2,1
13,2,4.97,0,1,Tier_1,1
46,6,3.33,1,2,Tier_1,0
35,3,3.65,0,1,Tier_1,1
6,1,6.87,0,0,Tier_1,0
18,3,6.11,1,1,Tier_2,1
51,0,0.87,1,1,Tier_2,1
5,6,2.02,2,1,Tier_2,1
47,2,0.4,1,0,Tier_2,0
25,1,0.62,0,4,Tier_1,1
2,3,3.4,2,0,Tier_2,1
10,3,8.58,0,0,Tier_3,1
56,5,3.64,0,1,Tier_1,1
30,1,0.49,0,1,Tier_3,0
50,2,0.16,1,0,Tier_1,0
59,3,1.64,0,1,Tier_1,1
45,6,5.11,0,1,Tier_1,1
5,2,1.62,3,0,Tier_2,1
55,3,2.96,0,3,Tier_1,1
56,4,2.08,0,2,Tier_2,1
33,5,0.7,0,4,Tier_3,1
54,1,0.71,1,0,Tier_1,0
1,4,5.67,2,4,Tier_3,1
18,4,3.86,1,2,Tier_1,1
32,1,2.64,0,1,Tier_3,1
47,6,3.62,1,2,Tier_3,1
49,5,3.15,1,1,Tier_1,1
11,5,3.04,0,1,Tier_2,1
21,6,1.49,0,2,Tier_1,1
26,3,1.78,0,1,Tier_1,1
25,1,1.35,3,0,Tier_3,0
22,1,1.43,0,1,Tier_2,0
59,6,2.06,2,0,Tier_3,1
27,2,2.76,1,2,Tier_2,1
49,4,6.37,1,1,Tier_1,1
13,3,2.73,1,1,Tier_2,1
33,7,0.39,1,2,Tier_1,1
34,2,1.92,1,1,Tier_1,0
41,4,1.81,1,1,Tier_1,1
35,0,1.83,1,0,Tier_2,1
1,1,3.58,0,1,Tier_1,0
21,2,1.43,1,3,Tier_1,1
48,7,2.92,3,0,Tier_1,1
55,5,0.63,0,1,Tier_2,0
6,3,3.77,1,0,Tier_1,0
28,7,4.5,1,2,Tier_1,1
17,2,6.92,1,0,Tier_1,1
5,3,0.93,1,1,Tier_2,1
31,1,0.99,0,1,Tier_2,1
5,3,6.59,1,2,Tier_1,1
38,3,3.81,0,1,Tier_1,1
3,4,2.72,0,1,Tier_3,0
53,3,3.04,3,1,Tier_2,1
23,4,1.95,0,1,Tier_2,1
37,2,0.92,1,3,Tier_2,1
53,4,1.05,0,0,Tier_2,0
37,6,1.83,1,0,Tier_1,0
10,3,2.55,3,0,Tier_2,1
10,4,3.13,1,1,Tier_3,1
19,1,1.51,4,0,Tier_2,1
17,6,2.3,3,0,Tier_2,1
21,4,5.65,1,2,Tier_3,1
14,2,1.49,2,1,Tier_2,1
9,0,8.39,1,2,Tier_3,1
46,2,5.42,1,1,Tier_3,0
1,4,3.77,1,2,Tier_2,1
51,3,1.05,0,2,Tier_2,1
45,4,1.75,1,1,Tier_3,1
13,4,5.4,2,2,Tier_2,1
4,6,6.58,1,1,Tier_2,1
1,3,1.64,0,0,Tier_3,0
49,2,4.04,0,1,Tier_2,1
40,5,3.57,1,1,Tier_2,1
32,5,2.44,2,3,Tier_1,1
34,4,6.79,0,2,Tier_2,1
28,2,2.28,0,1,Tier_3,1
31,1,2.25,0,2,Tier_2,1
8,5,0.26,1,0,Tier_3,0
39,6,5.16,2,0,Tier_1,1
26,1,2.17,0,0,Tier_1,1
58,6,1.9,1,1,Tier_2,1
34,3,1.22,1,5,Tier_1,1
54,4,12.33,1,0,Tier_1,1
54,3,6.99,1,1,Tier_1,1
3,3,4.19,1,0,Tier_2,1
59,4,2.59,0,0,Tier_3,0
50,1,0.21,2,1,Tier_1,1
12,5,1.07,0,0,Tier_1,1
1,2,2.86,5,1,Tier_3,1
54,4,0.76,0,1,Tier_3,1
44,5,3.42,3,0,Tier_3,1
5,3,2.67,0,2,Tier_1,1
30,3,2.75,2,0,Tier_2,1
30,4,6.92,1,0,Tier_1,1
59,2,1.49,3,1,Tier_2,1
57,4,0.73,2,2,Tier_2,1
17,0,1.01,2,1,Tier_2,1
48,0,0.98,0,1,Tier_2,0
47,4,10.09,1,1,Tier_3,1
23,2,1.56,3,1,Tier_1,0
15,2,5.66,0,1,Tier_1,1
37,1,1.76,1,0,Tier_3,1
21,2,2.53,1,2,Tier_2,1
14,5,1.36,0,2,Tier_1,1
2,2,4.81,2,0,Tier_1,1
11,3,0.48,0,0,Tier_1,1
51,0,1.92,2,1,Tier_2,1
39,2,5.46,1,1,Tier_1,1
38,3,1.1,0,1,Tier_3,1
34,4,0.85,2,3,Tier_2,1
38,6,2.84,1,0,Tier_3,1
50,4,1.23,1,2,Tier_1,1
34,3,4.82,0,1,Tier_1,1
18,2,2.68,2,2,Tier_3,1
30,5,6.6,0,1,Tier_1,1
15,3,1.79,3,1,Tier_1,1
27,3,3.51,1,0,Tier_2,1
51,2,2.16,0,1,Tier_2,1
34,3,1.12,0,1,Tier_1,1
52,6,4.76,3,1,Tier_2,1
57,1,1.78,2,0,Tier_1,1
38,2,0.56,1,4,Tier_1,1
33,2,2.86,0,0,Tier_3,1
24,2,1.44,4,2,Tier_1,1
15,7,0.86,1,1,Tier_3,1
30,1,2.54,1,2,Tier_2,1
55,3,2.25,2,0,Tier_1,1
42,8,1.54,0,1,Tier_2,1
51,1,2.73,0,0,Tier_2,0
17,2,2.45,0,4,Tier_2,1
5,4,7.65,2,3,Tier_1,1
29,1,5.39,1,3,Tier_1,1
4,4,3.69,2,1,Tier_2,1
10,4,3.62,1,0,Tier_3,0
56,4,3.12,0,0,Tier_3,1
17,2,2.34,1,3,Tier_1,1
10,5,1.04,0,4,Tier_1,1
17,3,1.12,0,0,Tier_3,0
20,3,2.06,1,0,Tier_1,1
24,3,4.58,1,2,Tier_1,1
5,2,1.91,0,1,Tier_3,1
34,3,2.44,0,1,Tier_2,1
6,0,0.71,0,1,Tier_1,1
53,1,4.68,2,3,Tier_1,1
2,1,0.8,0,1,Tier_1,1
13,3,2.69,3,0,Tier_1,1
43,5,1.74,0,1,Tier_2,1
43,1,2.03,1,0,Tier_1,1
48,7,4.56,1,1,Tier_1,1
11,3,1.64,0,0,Tier_3,1
51,2,1.1,0,1,Tier_3,1
47,6,6.13,2,1,Tier_3,1
57,5,0.84,0,0,Tier_2,1
23,4,2.42,1,3,Tier_2,1
55,3,1.93,2,2,Tier_1,1
16,1,1.82,1,0,Tier_1,1
31,4,2.93,1,1,Tier_1,1
11,1,1.97,0,0,Tier_3,1
54,1,2.2,3,1,Tier_2,1
16,5,1.81,1,1,Tier_3,0
8,2,1.86,0,1,Tier_1,1
4,4,4.11,1,2,Tier_2,1
40,6,6.04,0,1,Tier_3,1
4,3,2.18,1,0,Tier_1,1
56,1,2.14,2,1,Tier_2,1
25,3,5.74,0,1,Tier_1,1
3,2,1.65,0,1,Tier_1,1
32,4,2.59,2,1,Tier_2,1
3,2,2.5,2,3,Tier_2,1
27,5,1.21,1,1,Tier_3,1
29,3,1.89,0,0,Tier_1,1
32,4,0.41,1,0,Tier_1,1
50,3,2.39,1,3,Tier_1,1
58,3,1.37,0,1,Tier_3,1
51,0,1.44,2,0,Tier_3,0
19,3,4.52,2,1,Tier_2,1
21,0,4.81,2,1,Tier_3,1
5,3,1.73,4,1,Tier_1,1
18,5,1.02,1,2,Tier_1,1
28,2,3.97,2,1,Tier_3,1
42,0,1.18,0,2,Tier_3,0
22,5,2.04,1,2,Tier_1,1
21,3,0.16,0,1,Tier_1,1
6,2,2.35,1,1,Tier_3,1
1,3,4.2,1,0,Tier_1,1
5,2,4.18,3,1,Tier_3,0
41,3,5.94,1,0,Tier_2,0
12,4,1.05,0,2,Tier_2,1
26,1,0.48,3,0,Tier_2,0
46,3,0.81,0,2,Tier_2,1
34,2,0.83,0,1,Tier_1,0
49,2,3.84,0,1,Tier_1,0
14,0,3.55,4,3,Tier_2,1
26,3,4.89,0,0,Tier_2,1
45,3,1.12,0,0,Tier_2,1
27,2,4.05,0,3,Tier_1,0
9,1,4.43,0,0,Tier_2,1
26,3,4.65,0,3,Tier_1,1
57,4,2.07,2,1,Tier_1,1
47,4,1.38,1,2,Tier_3,1
57,5,4.46,1,2,Tier_2,1
22,5,0.61,1,1,Tier_2,1
47,2,0.49,2,0,Tier_2,0
56,3,3.13,1,0,Tier_2,1
30,3,1.05,0,0,Tier_3,1
43,2,1.79,0,0,Tier_3,0
48,2,3.82,1,1,Tier_1,1
17,4,1.07,0,4,Tier_1,1
26,1,1.72,1,2,Tier_1,0
36,6,3.67,0,2,Tier_1,1
1,1,3.12,1,2,Tier_2,1
8,4,4.44,0,1,Tier_1,1
49,2,1.84,1,2,Tier_1,1
35,4,3.47,2,1,Tier_1,1
52,3,0.99,2,1,Tier_3,1
15,5,4.59,1,1,Tier_1,1
47,5,2.9,0,1,Tier_2,0
56,1,8.6,2,1,Tier_1,1
22,4,1.84,0,0,Tier_1,1
14,2,5.49,1,3,Tier_3,1
26,3,4.41,1,2,Tier_1,1
28,1,5.38,0,2,Tier_2,1
23,4,5.46,2,1,Tier_2,1
14,3,2.92,2,2,Tier_2,1
24,4,1.23,1,0,Tier_2,1
2,4,1.0,0,0,Tier_2,0
45,4,1.23,1,1,Tier_3,1
26,3,1.67,3,1,Tier_3,1
14,1,1.36,3,4,Tier_2,1
59,5,0.74,0,0,Tier_2,0
56,5,3.52,0,0,Tier_2,1
51,4,3.3,0,1,Tier_2,1
7,5,1.81,0,3,Tier_2,1
3,3,2.17,2,0,Tier_2,1
47,2,2.65,1,0,Tier_1,1
23,5,1.2,1,1,Tier_3,1
46,6,2.25,2,1,Tier_3,1
43,3,4.72,1,2,Tier_1,1
47,0,0.83,0,1,Tier_1,1
45,3,4.51,3,0,Tier_3,1
18,1,7.06,1,1,Tier_2,1
58,0,4.79,0,1,Tier_1,1
38,1,1.34,1,1,Tier_2,1
35,4,3.62,1,0,Tier_2,1
51,2,1.2,2,3,Tier_1,1
15,8,2.57,3,2,Tier_2,1
25,7,5.77,2,3,Tier_3,1
55,3,4.17,0,0,Tier_2,1
37,3,0.41,1,2,Tier_2,1
28,3,1.76,0,1,Tier_2,1
10,0,4.24,1,1,Tier_1,1
39,3,1.27,2,3,Tier_1,1
57,3,0.9,2,4,Tier_2,1
17,4,1.8,1,1,Tier_3,0
39,1,4.2,1,1,Tier_1,1
22,3,3.78,4,0,Tier_1,1
26,4,2.87,1,1,Tier_1,1
44,4,3.59,1,2,Tier_3,1
25,2,2.28,1,3,Tier_3,1
17,5,1.65,1,1,Tier_3,1
13,2,0.42,3,1,Tier_2,0
20,4,0.53,2,3,Tier_1,1
25,3,5.01,2,2,Tier_1,1
4,3,4.4,0,1,Tier_3,1
10,2,3.79,1,1,Tier_1,1
3,2,2.68,0,2,Tier_3,1
41,1,3.61,0,4,Tier_2,0
45,3,1.5,1,0,Tier_2,0
18,5,1.62,0,2,Tier_2,1
47,1,2.55,2,3,Tier_3,1
36,2,1.81,2,2,Tier_1,1
47,3,1.15,0,2,Tier_2,1
22,2,7.25,2,1,Tier_1,1
34,3,2.93,2,1,Tier_2,1
47,4,1.82,1,1,Tier_3,1
8,1,3.79,2,0,Tier_1,1
40,1,4.93,2,2,Tier_2,1
49,3,0.86,1,2,Tier_2,1
44,3,1.01,1,2,Tier_3,0
19,3,4.74,0,0,Tier_1,1
42,2,7.19,0,4,Tier_2,1
41,1,4.16,2,1,Tier_3,1
37,3,2.17,1,1,Tier_3,0
6,5,4.33,1,1,Tier_3,0
52,0,1.23,1,1,Tier_3,1
26,8,1.94,1,1,Tier_2,0
34,4,1.33,0,0,Tier_2,1
59,1,0.69,0,1,Tier_1,1
56,6,4.01,0,1,Tier_2,1
59,0,2.26,1,1,Tier_1,1
45,7,3.47,0,0,Tier_1,1
6,1,2.58,3,2,Tier_1,1
37,3,1.85,1,1,Tier_1,1
57,1,0.32,3,2,Tier_2,1
33,1,1.28,1,3,Tier_1,1
53,2,10.17,2,0,Tier_3,1
22,8,4.68,0,2,Tier_3,1
21,2,0.52,0,4,Tier_2,1
6,6,0.83,0,0,Tier_2,1
6,3,5.23,0,2,Tier_2,1
55,3,6.23,1,0,Tier_2,1
48,5,8.39,2,2,Tier_1,1
4,8,0.83,1,2,Tier_2,1
30,3,5.45,2,1,Tier_2,1
11,2,4.14,0,2,Tier_1,1
30,2,0.94,0,1,Tier_1,1
31,3,0.4,1,1,Tier_2,1
24,6,0.28,2,1,Tier_3,0
55,3,2.13,1,0,Tier_3,1
9,4,2.44,0,1,Tier_3,1
55,4,1.68,1,3,Tier_2,1
3,3,1.83,0,2,Tier_2,1
51,4,2.27,2,2,Tier_2,1
31,5,2.05,0,1,Tier_1,1
40,6,6.84,1,4,Tier_2,1
37,3,0.99,0,1,Tier_1,1
36,4,1.61,0,2,Tier_2,1
24,6,3.34,1,1,Tier_3,1
31,2,2.31,0,1,Tier_3,0
6,8,4.39,1,1,Tier_2,1
2,3,0.58,2,3,Tier_1,1
20,1,1.23,2,4,Tier_2,1
28,4,2.67,3,3,Tier_2,1
11,4,2.1,0,2,Tier_3,1
4,1,1.91,1,2,Tier_3,1
15,1,3.72,0,0,Tier_1,1
6,5,3.89,2,0,Tier_1,1
54,4,3.39,1,2,Tier_3,1
49,3,0.66,2,1,Tier_3,0
30,2,5.64,0,5,Tier_1,1
56,1,0.49,1,0,Tier_2,0
38,5,0.76,3,0,Tier_1,1
51,5,2.3,1,1,Tier_1,1
57,2,0.7,0,0,Tier_3,0
2,4,0.53,3,0,Tier_2,1
15,6,1.42,1,2,Tier_1,1
11,2,0.2,0,0,Tier_1,1
8,4,2.7,0,0,Tier_3,1
26,3,4.96,2,1,Tier_2,1
51,4,7.18,0,1,Tier_3,1
45,5,3.18,2,0,Tier_2,1
44,0,1.96,2,2,Tier_2,1
5,4,3.84,0,1,Tier_2,1
6,1,2.52,1,0,Tier_3,0
26,1,5.31,0,1,Tier_1,1
54,3,1.67,2,0,Tier_2,1
4,2,2.78,2,1,Tier_3,1
19,1,3.95,0,3,Tier_3,1
20,2,5.21,1,1,Tier_2,1
33,2,1.26,2,0,Tier_2,1
20,4,2.42,1,3,Tier_1,1
49,5,2.19,0,3,Tier_2,1
12,3,7.84,2,1,Tier_2,1
47,3,0.71,2,1,Tier_3,1
1,1,1.74,2,0,Tier_1,1
26,0,2.83,1,1,Tier_3,0
14,3,1.73,0,0,Tier_1,1
38,7,2.81,1,0,Tier_1,1
37,1,2.04,0,1,Tier_1,1
11,8,1.6,2,0,Tier_3,1
36,4,2.35,1,4,Tier_2,1
13,5,3.55,0,2,Tier_1,1
43,3,1.34,0,0,Tier_1,0
3,4,3.9,1,3,Tier_3,1
33,4,2.41,1,0,Tier_3,1
6,3,1.1,1,1,Tier_1,1
50,4,2.6,1,1,Tier_1,1
56,4,1.71,0,0,Tier_3,1
10,4,1.2,0,3,Tier_3,1
5,3,2.12,1,1,Tier_3,1
23,7,2.51,0,1,Tier_3,1
10,3,4.04,0,1,Tier_2,1
44,1,2.84,3,2,Tier_3,1
2,5,0.41,0,0,Tier_3,1
13,3,1.63,1,0,Tier_3,1
40,4,2.41,1,1,Tier_2,1
2,3,1.75,1,0,Tier_2,1
20,3,4.41,0,0,Tier_2,1
1,4,5.45,0,1,Tier_3,1
37,0,0.5,0,2,Tier_1,1
9,3,2.99,0,3,Tier_1,1
17,5,0.9,0,0,Tier_2,1
9,3,5.37,0,0,Tier_3,1
11,2,1.11,0,1,Tier_1,1
15,2,0.99,0,0,Tier_2,1
24,4,4.65,0,3,Tier_1,1
38,5,3.62,1,0,Tier_3,1
55,6,3.48,3,4,Tier_1,1
35,4,3.72,0,1,Tier_3,1
30,3,1.41,3,3,Tier_2,1
31,7,2.04,1,2,Tier_3,1
49,2,5.33,1,1,Tier_3,0
5,2,7.51,1,2,Tier_3,1
44,3,2.01,1,1,Tier_2,1
50,2,1.45,1,0,Tier_1,0
14,3,6.06,1,0,Tier_1,1
53,2,3.44,2,2,Tier_2,1
56,2,2.56,1,1,Tier_2,1
11,3,2.69,0,1,Tier_2,1
9,6,2.5,1,0,Tier_2,1
34,2,6.58,1,2,Tier_2,1
12,7,5.02,2,2,Tier_2,1
35,3,1.53,2,1,Tier_1,0
35,4,8.23,1,1,Tier_2,1
1,1,1.35,2,0,Tier_2,0
40,0,2.28,1,1,Tier_2,0
22,3,4.05,0,1,Tier_2,1
29,4,4.39,1,4,Tier_1,1
8,2,1.58,1,1,Tier_2,1
11,3,2.57,1,0,Tier_2,1
41,6,1.77,0,2,Tier_3,1
37,3,9.18,1,1,Tier_3,1
14,2,1.52,0,1,Tier_1,0
30,1,4.62,1,2,Tier_2,1
35,3,0.53,1,0,Tier_2,1
21,4,2.53,0,3,Tier_2,1
37,3,2.43,0,1,Tier_2,1
5,2,3.15,3,2,Tier_1,1
19,3,1.68,1,2,Tier_1,1
59,0,1.27,1,2,Tier_2,0
14,2,0.83,1,0,Tier_3,0
26,6,2.15,2,3,Tier_1,1
4,2,0.53,1,1,Tier_2,1
25,3,0.92,0,2,Tier_3,1
45,5,0.82,1,0,Tier_3,1
42,3,1.99,0,1,Tier_2,1
25,3,5.31,0,2,Tier_1,1
18,2,2.06,0,1,Tier_2,1
40,3,0.64,0,0,Tier_1,0
8,0,3.71,0,0,Tier_3,0
39,2,4.05,0,2,Tier_2,1
40,1,12.58,3,2,Tier_3,1
14,1,2.31,2,0,Tier_3,0
32,3,4.43,3,1,Tier_2,1
51,7,7.79,1,2,Tier_1,1
38,3,2.41,0,2,Tier_2,1
33,2,0.32,1,0,Tier_3,1
23,2,3.77,0,2,Tier_1,1
15,3,2.1,0,0,Tier_3,1
33,6,4.52,2,1,Tier_3,1
25,3,1.7,0,2,Tier_2,0
17,2,4.37,1,2,Tier_2,1
33,3,1.02,1,1,Tier_2,1
47,6,0.74,0,0,Tier_2,0
55,1,4.06,0,0,Tier_1,1
2,2,1.38,1,0,Tier_1,1
14,5,4.13,1,2,Tier_1,1
53,4,1.99,1,0,Tier_1,1
40,2,8.7,0,1,Tier_1,1
40,2,5.24,1,0,Tier_3,1
51,3,0.85,0,3,Tier_2,1
39,3,4.43,1,1,Tier_1,1
51,3,2.54,1,1,Tier_2,1
6,6,2.19,1,1,Tier_2,1
6,0,2.52,1,1,Tier_1,1
3,4,1.54,0,1,Tier_3,1
7,1,1.56,1,1,Tier_1,1
51,4,1.66,2,1,Tier_1,1
8,1,0.78,2,1,Tier_1,1
42,1,3.6,2,1,Tier_3,1
52,3,2.57,0,3,Tier_3,1
15,2,3.83,1,0,Tier_3,1
47,0,3.27,2,1,Tier_3,1
29,2,3.6,0,4,Tier_1,1
33,3,1.85,1,0,Tier_2,1
52,3,3.51,1,1,Tier_2,1
30,2,3.53,1,1,Tier_3,1
39,10,2.08,2,0,Tier_2,1
27,4,5.4,2,2,Tier_3,1
36,2,1.87,1,1,Tier_2,1
29,2,9.56,1,1,Tier_2,1
38,3,3.42,0,3,Tier_2,1
57,3,1.75,2,2,Tier_3,1
33,3,2.33,0,2,Tier_3,1
37,0,7.51,0,0,Tier_2,1
27,0,6.05,0,1,Tier_1,1
55,4,0.31,2,1,Tier_2,0
33,2,4.98,1,1,Tier_2,1
4,4,1.56,0,2,Tier_2,1
22,2,1.69,2,3,Tier_2,1
2,1,2.37,2,0,Tier_1,1
10,2,1.94,0,1,Tier_2,1
5,2,1.53,0,2,Tier_3,1
59,4,1.51,1,0,Tier_1,1
10,2,0.44,1,1,Tier_3,1
33,3,1.67,1,1,Tier_1,1
54,0,4.41,0,1,Tier_1,1
38,2,3.6,2,0,Tier_1,1
13,1,1.61,2,2,Tier_3,1
31,5,0.46,0,1,Tier_1,1
47,4,3.23,0,2,Tier_3,0
